dataset,method,mode,repetition,accuracy
StarLightCurves,SVM,pretrained-small,2,0.926056338028169
StarLightCurves,NN,pretrained-small,2,0.9366197183098591
StarLightCurves,SVM,pretrained-small,3,0.926056338028169
StarLightCurves,NN,pretrained-small,3,0.9362554638173871
StarLightCurves,SVM,pretrained-small,4,0.926056338028169
StarLightCurves,NN,pretrained-small,4,0.9363768819815445
StarLightCurves,SVM,pretrained-small,5,0.926056338028169
StarLightCurves,NN,pretrained-small,5,0.9362554638173871
StarLightCurves,SVM,pretrained-small,6,0.926056338028169
StarLightCurves,NN,pretrained-small,6,0.9360126274890723
StarLightCurves,SVM,pretrained-small,7,0.926056338028169
StarLightCurves,NN,pretrained-small,7,0.9344341913550267
StarLightCurves,SVM,pretrained-small,8,0.926056338028169
StarLightCurves,NN,pretrained-small,8,0.934555609519184
StarLightCurves,SVM,pretrained-small,9,0.926056338028169
StarLightCurves,NN,pretrained-small,9,0.934191355026712
StarLightCurves,SVM,pretrained-small,10,0.926056338028169
StarLightCurves,NN,pretrained-small,10,0.9327343370568237
BeetleFly,SVM,fine-tune,1,0.75
BeetleFly,NN,fine-tune,1,0.65
BeetleFly,SVM,fine-tune,2,0.75
BeetleFly,NN,fine-tune,2,0.65
BeetleFly,SVM,fine-tune,3,0.75
BeetleFly,NN,fine-tune,3,0.65
BeetleFly,SVM,fine-tune,4,0.75
BeetleFly,NN,fine-tune,4,0.65
BeetleFly,SVM,fine-tune,5,0.75
BeetleFly,NN,fine-tune,5,0.65
BeetleFly,SVM,fine-tune,6,0.75
BeetleFly,NN,fine-tune,6,0.65
BeetleFly,SVM,fine-tune,7,0.75
BeetleFly,NN,fine-tune,7,0.65
BeetleFly,SVM,fine-tune,8,0.75
BeetleFly,NN,fine-tune,8,0.65
BeetleFly,SVM,fine-tune,9,0.75
BeetleFly,NN,fine-tune,9,0.65
BeetleFly,SVM,fine-tune,10,0.75
BeetleFly,NN,fine-tune,10,0.65
BeetleFly,SVM,pretrained-small,1,0.7
BeetleFly,NN,pretrained-small,1,0.75
BeetleFly,SVM,pretrained-small,2,0.7
BeetleFly,NN,pretrained-small,2,0.75
BeetleFly,SVM,pretrained-small,3,0.7
BeetleFly,NN,pretrained-small,3,0.75
BeetleFly,SVM,pretrained-small,4,0.7
BeetleFly,NN,pretrained-small,4,0.75
BeetleFly,SVM,pretrained-small,5,0.7
BeetleFly,NN,pretrained-small,5,0.75
BeetleFly,SVM,pretrained-small,6,0.7
BeetleFly,NN,pretrained-small,6,0.75
BeetleFly,SVM,pretrained-small,7,0.7
BeetleFly,NN,pretrained-small,7,0.75
BeetleFly,SVM,pretrained-small,8,0.7
BeetleFly,NN,pretrained-small,8,0.75
BeetleFly,SVM,pretrained-small,9,0.7
BeetleFly,NN,pretrained-small,9,0.75
BeetleFly,SVM,pretrained-small,10,0.7
BeetleFly,NN,pretrained-small,10,0.75
Rock,SVM,fine-tune,1,0.8
Rock,NN,fine-tune,1,0.68
Rock,SVM,fine-tune,2,0.8
Rock,NN,fine-tune,2,0.68
Rock,SVM,fine-tune,3,0.8
Rock,NN,fine-tune,3,0.68
Rock,SVM,fine-tune,4,0.8
Rock,NN,fine-tune,4,0.68
Rock,SVM,fine-tune,5,0.8
Rock,NN,fine-tune,5,0.68
Rock,SVM,fine-tune,6,0.8
Rock,NN,fine-tune,6,0.68
Rock,SVM,fine-tune,7,0.8
Rock,NN,fine-tune,7,0.68
Rock,SVM,fine-tune,8,0.8
Rock,NN,fine-tune,8,0.78
Rock,SVM,fine-tune,9,0.8
Rock,NN,fine-tune,9,0.66
Rock,SVM,fine-tune,10,0.8
Rock,NN,fine-tune,10,0.6
Rock,SVM,pretrained-small,1,0.78
Rock,NN,pretrained-small,1,0.86
Rock,SVM,pretrained-small,2,0.78
Rock,NN,pretrained-small,2,0.86
Rock,SVM,pretrained-small,3,0.78
Rock,NN,pretrained-small,3,0.86
Rock,SVM,pretrained-small,4,0.78
Rock,NN,pretrained-small,4,0.86
Rock,SVM,pretrained-small,5,0.78
Rock,NN,pretrained-small,5,0.86
Rock,SVM,pretrained-small,6,0.78
Rock,NN,pretrained-small,6,0.86
Rock,SVM,pretrained-small,7,0.78
Rock,NN,pretrained-small,7,0.86
Rock,SVM,pretrained-small,8,0.78
Rock,NN,pretrained-small,8,0.86
Rock,SVM,pretrained-small,9,0.78
Rock,NN,pretrained-small,9,0.86
Rock,SVM,pretrained-small,10,0.78
Rock,NN,pretrained-small,10,0.86
Lightning7,SVM,fine-tune,1,0.5753424657534246
Lightning7,NN,fine-tune,1,0.5205479452054794
Lightning7,SVM,fine-tune,2,0.5753424657534246
Lightning7,NN,fine-tune,2,0.5205479452054794
Lightning7,SVM,fine-tune,3,0.5753424657534246
Lightning7,NN,fine-tune,3,0.5616438356164384
Lightning7,SVM,fine-tune,4,0.5753424657534246
Lightning7,NN,fine-tune,4,0.5068493150684932
Lightning7,SVM,fine-tune,5,0.5753424657534246
Lightning7,NN,fine-tune,5,0.5205479452054794
Lightning7,SVM,fine-tune,6,0.5753424657534246
Lightning7,NN,fine-tune,6,0.547945205479452
Lightning7,SVM,fine-tune,7,0.5753424657534246
Lightning7,NN,fine-tune,7,0.547945205479452
Lightning7,SVM,fine-tune,8,0.5753424657534246
Lightning7,NN,fine-tune,8,0.5205479452054794
Lightning7,SVM,fine-tune,9,0.5753424657534246
Lightning7,NN,fine-tune,9,0.5205479452054794
Lightning7,SVM,fine-tune,10,0.5753424657534246
Lightning7,NN,fine-tune,10,0.5068493150684932
Lightning7,SVM,pretrained-small,1,0.4794520547945205
Lightning7,NN,pretrained-small,1,0.4794520547945205
Lightning7,SVM,pretrained-small,2,0.4794520547945205
Lightning7,NN,pretrained-small,2,0.4657534246575342
Lightning7,SVM,pretrained-small,3,0.4794520547945205
Lightning7,NN,pretrained-small,3,0.4794520547945205
Lightning7,SVM,pretrained-small,4,0.4794520547945205
Lightning7,NN,pretrained-small,4,0.4657534246575342
Lightning7,SVM,pretrained-small,5,0.4794520547945205
Lightning7,NN,pretrained-small,5,0.4794520547945205
Lightning7,SVM,pretrained-small,6,0.4794520547945205
Lightning7,NN,pretrained-small,6,0.4931506849315068
Lightning7,SVM,pretrained-small,7,0.4794520547945205
Lightning7,NN,pretrained-small,7,0.5205479452054794
Lightning7,SVM,pretrained-small,8,0.4794520547945205
Lightning7,NN,pretrained-small,8,0.4657534246575342
Lightning7,SVM,pretrained-small,9,0.4794520547945205
Lightning7,NN,pretrained-small,9,0.4520547945205479
Lightning7,SVM,pretrained-small,10,0.4794520547945205
Lightning7,NN,pretrained-small,10,0.5342465753424658
SonyAIBORobotSurface2,SVM,fine-tune,1,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,1,0.8237145855194123
SonyAIBORobotSurface2,SVM,fine-tune,2,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,2,0.8163693599160545
SonyAIBORobotSurface2,SVM,fine-tune,3,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,3,0.8163693599160545
SonyAIBORobotSurface2,SVM,fine-tune,4,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,4,0.8163693599160545
SonyAIBORobotSurface2,SVM,fine-tune,5,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,5,0.8163693599160545
SonyAIBORobotSurface2,SVM,fine-tune,6,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,6,0.8163693599160545
SonyAIBORobotSurface2,SVM,fine-tune,7,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,7,0.8163693599160545
SonyAIBORobotSurface2,SVM,fine-tune,8,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,8,0.8163693599160545
SonyAIBORobotSurface2,SVM,fine-tune,9,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,9,0.8163693599160545
SonyAIBORobotSurface2,SVM,fine-tune,10,0.7817418677859391
SonyAIBORobotSurface2,NN,fine-tune,10,0.8163693599160545
SonyAIBORobotSurface2,SVM,pretrained-small,1,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,1,0.8205666316894019
SonyAIBORobotSurface2,SVM,pretrained-small,2,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,2,0.8195173137460651
SonyAIBORobotSurface2,SVM,pretrained-small,3,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,3,0.8216159496327388
SonyAIBORobotSurface2,SVM,pretrained-small,4,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,4,0.8216159496327388
SonyAIBORobotSurface2,SVM,pretrained-small,5,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,5,0.8216159496327388
SonyAIBORobotSurface2,SVM,pretrained-small,6,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,6,0.8216159496327388
SonyAIBORobotSurface2,SVM,pretrained-small,7,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,7,0.8216159496327388
SonyAIBORobotSurface2,SVM,pretrained-small,8,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,8,0.8216159496327388
SonyAIBORobotSurface2,SVM,pretrained-small,9,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,9,0.8216159496327388
SonyAIBORobotSurface2,SVM,pretrained-small,10,0.7586568730325288
SonyAIBORobotSurface2,NN,pretrained-small,10,0.8216159496327388
Trace,SVM,fine-tune,1,0.65
Trace,NN,fine-tune,1,0.73
Trace,SVM,fine-tune,2,0.65
Trace,NN,fine-tune,2,0.74
Trace,SVM,fine-tune,3,0.65
Trace,NN,fine-tune,3,0.74
Trace,SVM,fine-tune,4,0.65
Trace,NN,fine-tune,4,0.69
Trace,SVM,fine-tune,5,0.65
Trace,NN,fine-tune,5,0.73
Trace,SVM,fine-tune,6,0.65
Trace,NN,fine-tune,6,0.72
Trace,SVM,fine-tune,7,0.65
Trace,NN,fine-tune,7,0.72
Trace,SVM,fine-tune,8,0.65
Trace,NN,fine-tune,8,0.73
Trace,SVM,fine-tune,9,0.65
Trace,NN,fine-tune,9,0.72
Trace,SVM,fine-tune,10,0.65
Trace,NN,fine-tune,10,0.73
Trace,SVM,pretrained-small,1,0.69
Trace,NN,pretrained-small,1,0.87
Trace,SVM,pretrained-small,2,0.69
Trace,NN,pretrained-small,2,0.88
Trace,SVM,pretrained-small,3,0.69
Trace,NN,pretrained-small,3,0.89
Trace,SVM,pretrained-small,4,0.69
Trace,NN,pretrained-small,4,0.91
Trace,SVM,pretrained-small,5,0.69
Trace,NN,pretrained-small,5,0.88
Trace,SVM,pretrained-small,6,0.69
Trace,NN,pretrained-small,6,0.87
Trace,SVM,pretrained-small,7,0.69
Trace,NN,pretrained-small,7,0.91
Trace,SVM,pretrained-small,8,0.69
Trace,NN,pretrained-small,8,0.86
Trace,SVM,pretrained-small,9,0.69
Trace,NN,pretrained-small,9,0.86
Trace,SVM,pretrained-small,10,0.69
Trace,NN,pretrained-small,10,0.85
Car,SVM,fine-tune,1,0.45
Car,NN,fine-tune,1,0.5
Car,SVM,fine-tune,2,0.45
Car,NN,fine-tune,2,0.5166666666666667
Car,SVM,fine-tune,3,0.45
Car,NN,fine-tune,3,0.5
Car,SVM,fine-tune,4,0.45
Car,NN,fine-tune,4,0.5
Car,SVM,fine-tune,5,0.45
Car,NN,fine-tune,5,0.48333333333333334
Car,SVM,fine-tune,6,0.45
Car,NN,fine-tune,6,0.45
Car,SVM,fine-tune,7,0.45
Car,NN,fine-tune,7,0.48333333333333334
Car,SVM,fine-tune,8,0.45
Car,NN,fine-tune,8,0.45
Car,SVM,fine-tune,9,0.45
Car,NN,fine-tune,9,0.4666666666666667
Car,SVM,fine-tune,10,0.45
Car,NN,fine-tune,10,0.48333333333333334
Car,SVM,pretrained-small,1,0.2833333333333333
Car,NN,pretrained-small,1,0.48333333333333334
Car,SVM,pretrained-small,2,0.2833333333333333
Car,NN,pretrained-small,2,0.48333333333333334
Car,SVM,pretrained-small,3,0.2833333333333333
Car,NN,pretrained-small,3,0.4666666666666667
Car,SVM,pretrained-small,4,0.2833333333333333
Car,NN,pretrained-small,4,0.5166666666666667
Car,SVM,pretrained-small,5,0.2833333333333333
Car,NN,pretrained-small,5,0.45
Car,SVM,pretrained-small,6,0.2833333333333333
Car,NN,pretrained-small,6,0.5333333333333333
Car,SVM,pretrained-small,7,0.2833333333333333
Car,NN,pretrained-small,7,0.5166666666666667
Car,SVM,pretrained-small,8,0.2833333333333333
Car,NN,pretrained-small,8,0.48333333333333334
Car,SVM,pretrained-small,9,0.2833333333333333
Car,NN,pretrained-small,9,0.5166666666666667
Car,SVM,pretrained-small,10,0.2833333333333333
Car,NN,pretrained-small,10,0.4666666666666667
MixedShapesRegularTrain,SVM,fine-tune,1,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,1,0.8635051546391752
MixedShapesRegularTrain,SVM,fine-tune,2,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,2,0.8643298969072165
MixedShapesRegularTrain,SVM,fine-tune,3,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,3,0.8635051546391752
MixedShapesRegularTrain,SVM,fine-tune,4,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,4,0.859381443298969
MixedShapesRegularTrain,SVM,fine-tune,5,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,5,0.8552577319587629
MixedShapesRegularTrain,SVM,fine-tune,6,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,6,0.8577319587628865
MixedShapesRegularTrain,SVM,fine-tune,7,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,7,0.8581443298969073
MixedShapesRegularTrain,SVM,fine-tune,8,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,8,0.8581443298969073
MixedShapesRegularTrain,SVM,fine-tune,9,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,9,0.8614432989690721
MixedShapesRegularTrain,SVM,fine-tune,10,0.8181443298969072
MixedShapesRegularTrain,NN,fine-tune,10,0.8548453608247423
MixedShapesRegularTrain,SVM,pretrained-small,1,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,1,0.8391752577319588
MixedShapesRegularTrain,SVM,pretrained-small,2,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,2,0.8383505154639175
MixedShapesRegularTrain,SVM,pretrained-small,3,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,3,0.8391752577319588
MixedShapesRegularTrain,SVM,pretrained-small,4,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,4,0.8404123711340206
MixedShapesRegularTrain,SVM,pretrained-small,5,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,5,0.8445360824742268
MixedShapesRegularTrain,SVM,pretrained-small,6,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,6,0.848659793814433
MixedShapesRegularTrain,SVM,pretrained-small,7,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,7,0.8457731958762886
MixedShapesRegularTrain,SVM,pretrained-small,8,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,8,0.8424742268041238
MixedShapesRegularTrain,SVM,pretrained-small,9,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,9,0.8449484536082474
MixedShapesRegularTrain,SVM,pretrained-small,10,0.7921649484536083
MixedShapesRegularTrain,NN,pretrained-small,10,0.8412371134020619
MiddlePhalanxTW,SVM,fine-tune,1,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,1,0.4935064935064935
MiddlePhalanxTW,SVM,fine-tune,2,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,2,0.487012987012987
MiddlePhalanxTW,SVM,fine-tune,3,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,3,0.4805194805194805
MiddlePhalanxTW,SVM,fine-tune,4,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,4,0.4935064935064935
MiddlePhalanxTW,SVM,fine-tune,5,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,5,0.487012987012987
MiddlePhalanxTW,SVM,fine-tune,6,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,6,0.487012987012987
MiddlePhalanxTW,SVM,fine-tune,7,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,7,0.5064935064935064
MiddlePhalanxTW,SVM,fine-tune,8,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,8,0.487012987012987
MiddlePhalanxTW,SVM,fine-tune,9,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,9,0.487012987012987
MiddlePhalanxTW,SVM,fine-tune,10,0.5714285714285714
MiddlePhalanxTW,NN,fine-tune,10,0.4935064935064935
MiddlePhalanxTW,SVM,pretrained-small,1,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,1,0.4935064935064935
MiddlePhalanxTW,SVM,pretrained-small,2,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,2,0.487012987012987
MiddlePhalanxTW,SVM,pretrained-small,3,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,3,0.474025974025974
MiddlePhalanxTW,SVM,pretrained-small,4,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,4,0.4675324675324675
MiddlePhalanxTW,SVM,pretrained-small,5,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,5,0.461038961038961
MiddlePhalanxTW,SVM,pretrained-small,6,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,6,0.461038961038961
MiddlePhalanxTW,SVM,pretrained-small,7,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,7,0.45454545454545453
MiddlePhalanxTW,SVM,pretrained-small,8,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,8,0.44805194805194803
MiddlePhalanxTW,SVM,pretrained-small,9,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,9,0.461038961038961
MiddlePhalanxTW,SVM,pretrained-small,10,0.5584415584415584
MiddlePhalanxTW,NN,pretrained-small,10,0.45454545454545453
Symbols,SVM,fine-tune,1,0.41608040201005025
Symbols,NN,fine-tune,1,0.6422110552763819
Symbols,SVM,fine-tune,2,0.41608040201005025
Symbols,NN,fine-tune,2,0.6331658291457286
Symbols,SVM,fine-tune,3,0.41608040201005025
Symbols,NN,fine-tune,3,0.5296482412060302
Symbols,SVM,fine-tune,4,0.41608040201005025
Symbols,NN,fine-tune,4,0.5668341708542713
Symbols,SVM,fine-tune,5,0.41608040201005025
Symbols,NN,fine-tune,5,0.6311557788944724
Symbols,SVM,fine-tune,6,0.41608040201005025
Symbols,NN,fine-tune,6,0.5517587939698493
Symbols,SVM,fine-tune,7,0.41608040201005025
Symbols,NN,fine-tune,7,0.6532663316582915
Symbols,SVM,fine-tune,8,0.41608040201005025
Symbols,NN,fine-tune,8,0.6582914572864321
Symbols,SVM,fine-tune,9,0.41608040201005025
Symbols,NN,fine-tune,9,0.6613065326633166
Symbols,SVM,fine-tune,10,0.41608040201005025
Symbols,NN,fine-tune,10,0.6613065326633166
Symbols,SVM,pretrained-small,1,0.48040201005025124
Symbols,NN,pretrained-small,1,0.671356783919598
Symbols,SVM,pretrained-small,2,0.48040201005025124
Symbols,NN,pretrained-small,2,0.6663316582914572
Symbols,SVM,pretrained-small,3,0.48040201005025124
Symbols,NN,pretrained-small,3,0.6080402010050251
Symbols,SVM,pretrained-small,4,0.48040201005025124
Symbols,NN,pretrained-small,4,0.6472361809045226
Symbols,SVM,pretrained-small,5,0.48040201005025124
Symbols,NN,pretrained-small,5,0.6462311557788945
Symbols,SVM,pretrained-small,6,0.48040201005025124
Symbols,NN,pretrained-small,6,0.6753768844221105
Symbols,SVM,pretrained-small,7,0.48040201005025124
Symbols,NN,pretrained-small,7,0.6492462311557788
Symbols,SVM,pretrained-small,8,0.48040201005025124
Symbols,NN,pretrained-small,8,0.6793969849246231
Symbols,SVM,pretrained-small,9,0.48040201005025124
Symbols,NN,pretrained-small,9,0.6914572864321608
Symbols,SVM,pretrained-small,10,0.48040201005025124
Symbols,NN,pretrained-small,10,0.6914572864321608
Wine,SVM,fine-tune,1,0.5
Wine,NN,fine-tune,1,0.6666666666666666
Wine,SVM,fine-tune,2,0.5
Wine,NN,fine-tune,2,0.6666666666666666
Wine,SVM,fine-tune,3,0.5
Wine,NN,fine-tune,3,0.6296296296296297
Wine,SVM,fine-tune,4,0.5
Wine,NN,fine-tune,4,0.6296296296296297
Wine,SVM,fine-tune,5,0.5
Wine,NN,fine-tune,5,0.6296296296296297
Wine,SVM,fine-tune,6,0.5
Wine,NN,fine-tune,6,0.6296296296296297
Wine,SVM,fine-tune,7,0.5
Wine,NN,fine-tune,7,0.6296296296296297
Wine,SVM,fine-tune,8,0.5
Wine,NN,fine-tune,8,0.6111111111111112
Wine,SVM,fine-tune,9,0.5
Wine,NN,fine-tune,9,0.6296296296296297
Wine,SVM,fine-tune,10,0.5
Wine,NN,fine-tune,10,0.6111111111111112
Wine,SVM,pretrained-small,1,0.5
Wine,NN,pretrained-small,1,0.5185185185185185
Wine,SVM,pretrained-small,2,0.5
Wine,NN,pretrained-small,2,0.5185185185185185
Wine,SVM,pretrained-small,3,0.5
Wine,NN,pretrained-small,3,0.5370370370370371
Wine,SVM,pretrained-small,4,0.5
Wine,NN,pretrained-small,4,0.5555555555555556
Wine,SVM,pretrained-small,5,0.5
Wine,NN,pretrained-small,5,0.5555555555555556
Wine,SVM,pretrained-small,6,0.5
Wine,NN,pretrained-small,6,0.5555555555555556
Wine,SVM,pretrained-small,7,0.5
Wine,NN,pretrained-small,7,0.5555555555555556
Wine,SVM,pretrained-small,8,0.5
Wine,NN,pretrained-small,8,0.5555555555555556
Wine,SVM,pretrained-small,9,0.5
Wine,NN,pretrained-small,9,0.5555555555555556
Wine,SVM,pretrained-small,10,0.5
Wine,NN,pretrained-small,10,0.5555555555555556
Crop,SVM,fine-tune,1,0.5599404761904762
Crop,NN,fine-tune,1,0.5838690476190476
Crop,SVM,fine-tune,2,0.5599404761904762
Crop,NN,fine-tune,2,0.5785714285714286
Crop,SVM,fine-tune,3,0.5599404761904762
Crop,NN,fine-tune,3,0.5741666666666667
Crop,SVM,fine-tune,4,0.5599404761904762
Crop,NN,fine-tune,4,0.5738095238095238
Crop,SVM,fine-tune,5,0.5599404761904762
Crop,NN,fine-tune,5,0.5733928571428571
Crop,SVM,fine-tune,6,0.5599404761904762
Crop,NN,fine-tune,6,0.572797619047619
Crop,SVM,fine-tune,7,0.5599404761904762
Crop,NN,fine-tune,7,0.5726785714285715
Crop,SVM,fine-tune,8,0.5599404761904762
Crop,NN,fine-tune,8,0.5725
Crop,SVM,fine-tune,9,0.5599404761904762
Crop,NN,fine-tune,9,0.5723809523809524
Crop,SVM,fine-tune,10,0.5599404761904762
Crop,NN,fine-tune,10,0.5716071428571429
Crop,SVM,pretrained-small,1,0.6492857142857142
Crop,NN,pretrained-small,1,0.6941666666666667
Crop,SVM,pretrained-small,2,0.6492857142857142
Crop,NN,pretrained-small,2,0.6853571428571429
Crop,SVM,pretrained-small,3,0.6492857142857142
Crop,NN,pretrained-small,3,0.6831547619047619
Crop,SVM,pretrained-small,4,0.6492857142857142
Crop,NN,pretrained-small,4,0.6819642857142857
Crop,SVM,pretrained-small,5,0.6492857142857142
Crop,NN,pretrained-small,5,0.6807142857142857
Crop,SVM,pretrained-small,6,0.6492857142857142
Crop,NN,pretrained-small,6,0.679702380952381
Crop,SVM,pretrained-small,7,0.6492857142857142
Crop,NN,pretrained-small,7,0.6795833333333333
Crop,SVM,pretrained-small,8,0.6492857142857142
Crop,NN,pretrained-small,8,0.6793452380952381
Crop,SVM,pretrained-small,9,0.6492857142857142
Crop,NN,pretrained-small,9,0.6794642857142857
Crop,SVM,pretrained-small,10,0.6492857142857142
Crop,NN,pretrained-small,10,0.67875
GunPoint,SVM,fine-tune,1,0.8666666666666667
GunPoint,NN,fine-tune,1,0.9266666666666666
GunPoint,SVM,fine-tune,2,0.8666666666666667
GunPoint,NN,fine-tune,2,0.9266666666666666
GunPoint,SVM,fine-tune,3,0.8666666666666667
GunPoint,NN,fine-tune,3,0.9266666666666666
GunPoint,SVM,fine-tune,4,0.8666666666666667
GunPoint,NN,fine-tune,4,0.9266666666666666
GunPoint,SVM,fine-tune,5,0.8666666666666667
